Date,Open,High,Low,Close,Volume
2022-03-21,8.85,9.115,8.64,8.85,8867400
2022-03-22,8.81,9.44,8.79,9.2,9397800
2022-03-23,9.15,9.475,9.02,9.14,8792700
2022-03-24,10.74,10.9,9.36,9.66,61019800
2022-03-25,9.63,10.17,9.43,10.11,18627100
2022-03-28,10.12,10.56,9.9,10.4,12804400
2022-03-29,10.53,11.47,10.34,11.33,25236200
2022-03-30,11.14,11.87,10.95,11.12,15530900
2022-03-31,11.125,11.14,10.42,10.71,11038900
2022-04-01,10.715,10.88,9.935,10.03,12952100
2022-04-04,9.86,10.77,9.75,10.53,10622800
2022-04-05,10.45,10.525,9.97,10,7485900
2022-04-06,9.75,9.88,9.23,9.28,11931800
2022-04-07,9.28,9.34,8.72,8.88,11024400
2022-04-08,8.92,8.96,8.39,8.43,7788300
2022-04-11,8.28,8.65,8.06,8.35,8449800
2022-04-12,8.46,8.62,8.01,8.13,9406100
2022-04-13,8.13,8.48,7.94,8.25,7466500
2022-04-14,8.17,8.23,7.98,8.02,6871500
2022-04-18,8.02,8.02,7.7,7.83,7268800
2022-04-19,7.83,8.09,7.665,8,5462100
2022-04-20,8,8.19,7.75,7.84,6266800
2022-04-21,8.02,8.24,7.48,7.5,8647500
2022-04-22,7.47,7.785,7.29,7.68,7214500
2022-04-25,7.56,8,7.51,7.97,7842800
2022-04-26,7.98,8.001,7.51,7.66,7577200
2022-04-27,7.65,7.88,7.31,7.46,8933200
2022-04-28,7.64,7.683,7.04,7.39,8985300
2022-04-29,7.44,7.635,7.16,7.18,7395500
2022-05-02,7.17,7.23,6.7,7,20872400
2022-05-03,7,7.3,6.88,6.96,13630100
2022-05-04,7,7.25,6.62,7.2,13679000
2022-05-05,7.58,8.29,7.25,7.66,25917700
2022-05-06,7.54,7.67,6.71,6.75,18588600
2022-05-09,6.61,6.62,5.75,5.85,22675200
2022-05-10,6.18,6.2,5.43,5.57,17504900
2022-05-11,5.62,5.71,5.07,5.09,16647000
2022-05-12,5.002,5.73,4.82,5.55,20003100
2022-05-13,5.65,6.51,5.54,6.41,21860100
2022-05-16,6.22,6.36,5.71,5.77,11664400
2022-05-17,5.99,6.16,5.77,5.99,10552200
2022-05-18,5.88,6.3,5.8,5.92,11202300
2022-05-19,5.86,6.27,5.79,6.11,11752700
2022-05-20,6.27,6.28,5.71,5.92,11386300
2022-05-23,5.94,6.28,5.71,6.25,9922500
2022-05-24,6.06,6.1,5.82,5.88,7148600
2022-05-25,5.87,6.255,5.75,6.24,12412700
2022-05-26,6.08,6.932,6.07,6.78,18806700
2022-05-27,6.82,7.2,6.8,7.19,11236500
2022-05-31,7.15,7.4,6.86,7.06,12169300
2022-06-01,7.08,7.225,6.59,6.77,10207900
2022-06-02,6.7,7.44,6.53,7.25,24810500
2022-06-03,7.04,7.08,6.615,6.66,10951900
2022-06-06,6.79,6.79,6.36,6.49,11269100
2022-06-07,6.41,6.545,6.17,6.46,8063700
2022-06-08,6.47,7.36,6.45,7.02,19083400
2022-06-09,7.03,7.145,6.6,6.63,8737100
2022-06-10,6.5,6.655,6.02,6.04,10699100
2022-06-13,5.8,5.97,5.22,5.23,13139100
2022-06-14,5.47,5.48,5.14,5.37,9127500
2022-06-15,5.39,5.79,5.26,5.66,12617600
2022-06-16,5.45,5.5,5.17,5.25,10405400
2022-06-17,5.24,5.8,5.24,5.68,11737300
2022-06-21,5.88,6.05,5.66,5.71,9967000
2022-06-22,5.57,5.86,5.48,5.6,8484600
2022-06-23,5.6,5.68,5.41,5.67,7665800
2022-06-24,5.73,5.84,5.49,5.61,16224400
2022-06-27,5.6,5.74,5.31,5.39,11042300
2022-06-28,5.38,5.45,5.05,5.08,11478100
2022-06-29,5.03,5.04,4.67,4.72,16059500
2022-06-30,4.78,4.94,4.61,4.76,11531100
2022-07-01,4.83,4.91,4.61,4.72,7226800
2022-07-05,4.65,5.22,4.415,5.19,13745900
2022-07-06,5.05,5.24,4.95,5.18,8037500
2022-07-07,5.2,5.45,5.13,5.42,8186300
2022-07-08,5.31,5.555,5.22,5.49,5984100
2022-07-11,5.44,5.47,5.11,5.14,5501400
2022-07-12,5.13,5.32,5.07,5.19,4802100
2022-07-13,5.02,5.38,4.98,5.31,5618500
2022-07-14,5.17,5.34,5.08,5.29,5174900
2022-07-15,5.38,5.44,5.151,5.41,4729100
2022-07-18,5.57,5.81,5.5,5.6,7432500
2022-07-19,5.7,5.81,5.555,5.64,6173200
2022-07-20,5.66,6.01,5.63,5.89,8719800
2022-07-21,5.82,6.34,5.75,6.32,9439300
2022-07-22,6.3,6.37,5.81,5.89,6061400
2022-07-25,5.93,5.93,5.69,5.77,4157000
2022-07-26,5.68,5.85,5.58,5.75,4068000
2022-07-27,5.85,5.98,5.63,5.92,5445400
2022-07-28,6.1,6.885,6.07,6.38,12208500
2022-07-29,6.32,6.34,6.02,6.22,5831500
2022-08-01,6.03,6.73,5.93,6.71,14225400
2022-08-02,6.57,7.2,6.55,6.96,15647700
2022-08-03,7.11,7.5,6.98,7.48,13699500
2022-08-04,7.68,8.099,7.41,7.95,21223100
2022-08-05,7.77,8.085,7.57,8.05,14847500
2022-08-08,8.15,8.97,7.76,7.79,19308000
2022-08-09,7.61,7.622,6.95,6.96,13261600
2022-08-10,7.37,7.38,6.91,6.99,12405100
2022-08-11,7.05,7.05,6.56,6.69,16518900
2022-08-12,6.78,7.28,6.56,6.83,18308400
2022-08-15,6.875,7.1,6.62,6.72,9505300
2022-08-16,6.68,7.01,6.38,6.9,12635300
